pcap,0
244854089218866242_youtube,3
1244017813360876032_youtube,3
477050360776593819_netflix,1
1531143843990336031_twitch,2
2989000459675827352_youtube,3
1179271047267892484_youtube,3
240626981062766897_amazon,0
547484232158566182_netflix,1
2484963395311064139_amazon,0
1137324248900819823_amazon,0
1107768300065793951_twitch,2
2618992984082367117_youtube,3
2578644049171427735_twitch,2
3371212788712664491_youtube,3
2431026651501776290_youtube,3
1772397861191399726_twitch,2
699468145888773441_amazon,0
1319403749897738100_twitch,2
2314962482256551138_youtube,3
3534882824924126366_twitch,2
3127232116188965989_youtube,3
591628097778084013_youtube,3
225036315347213315_youtube,3
49308272894168453_twitch,2
158518569847350660_youtube,3
148044755035505536_twitch,2
2350562530714305300_twitch,2
392985240010702404_twitch,2
1720314544298340971_netflix,1
323407367564662921_youtube,3
3560778900228286922_youtube,3
410118391320782520_netflix,1
490711329248187938_netflix,1
2328207991751601523_youtube,3
976701285096144371_netflix,1
3221202518405483641_netflix,1
3525107970217959068_netflix,1
2523530161370437640_netflix,1
882482995022866548_amazon,0
3410983691610617285_twitch,2
2933525879977140390_twitch,2
877795480642662722_netflix,1
2114138470380175173_netflix,1
437916191104561999_twitch,2
3183079547621199528_youtube,3
2857084498808462955_twitch,2
1186087545215023788_youtube,3
1998590505357558090_netflix,1
2916327645197784641_youtube,3
2524326459454104167_amazon,0
318800146510317288_netflix,1
1721859042716879375_youtube,3
1616041767101939521_youtube,3
2801007785731935249_youtube,3
151169814058761191_twitch,2
1161532658392188876_twitch,2
3046983778425740581_youtube,3
2092631101362231205_twitch,2
616592184252826106_youtube,3
655261045293584768_youtube,3
2813647468767710834_youtube,3
990734889741304806_amazon,0
620016008583089878_netflix,1
3389360026296393583_youtube,3
2381294390053343532_youtube,3
2155461466560642960_youtube,3
2448904111715495955_netflix,1
990581267978781729_twitch,2
878434086614741558_youtube,3
909899696531932451_youtube,3
2489813745858167108_twitch,2
2405476575585809367_netflix,1
839765857751176617_youtube,3
1896490865479962970_netflix,1
1728079778525998455_twitch,2
1833130470999554679_youtube,3
1921308142302897817_netflix,1
855532012616775229_youtube,3
2731492795222142868_youtube,3
471663275080015904_netflix,1
2814082183446552952_twitch,2
643730783989248487_netflix,1
2302137916724940215_youtube,3
2061151940671589340_netflix,1
1554449410010722275_amazon,0
2255747662460263416_youtube,3
1018563982960753282_youtube,3
717663719636867489_netflix,1
312631824074644210_twitch,2
3003939766516061797_youtube,3
3295874428874682201_netflix,1
3065689879274208890_youtube,3
2175539941067034270_youtube,3
1632471722648437762_twitch,2
914278136196027471_youtube,3
1130865041405712151_amazon,0
1404969057528231035_youtube,3
31134526043931944_youtube,3
2581714067902790029_youtube,3
1047286742929225682_netflix,1
3198151076315551536_twitch,2
1378692549111477025_amazon,0
2132503430184399741_twitch,2
1905993598687775451_amazon,0
1551327476894632067_netflix,1
318573996104086849_netflix,1
707227154910642427_twitch,2
2771326287313483337_twitch,2
2264576077882057080_youtube,3
1986327772797478100_youtube,3
1685638847937210843_youtube,3
342728709404201197_twitch,2
3358948667335632671_netflix,1
1321710172122192343_youtube,3
1243312454417568461_amazon,0
1636787745130267141_amazon,0
3465729642773228027_netflix,1
3026528518170167056_youtube,3
2871102148695359141_youtube,3
