pcap,0
738383699208394568_youtube,3
6356584424536332232_netflix,1
5421131172581798526_youtube,3
1440209152222449508_twitch,2
7543654244520659784_amazon,0
7187497733009804438_netflix,1
7439426729100662794_youtube,3
2663646869936414128_youtube,3
4787209405447498980_netflix,1
5841910787384460528_amazon,0
6292306209068130009_netflix,1
8622818833791134178_netflix,1
7406404067926541426_youtube,3
398558035179702232_twitch,2
6778992374677703803_amazon,0
6444254444746734226_twitch,2
7849897019174626768_netflix,1
1315815337006242599_youtube,3
9299083959029575000_youtube,3
4764167390311021094_twitch,2
4788481504478581186_netflix,1
5334615823143708500_netflix,1
5560315419128872190_amazon,0
4568833496304750976_youtube,3
3758695316171245829_twitch,2
7829072639196906039_netflix,1
6918116851393964569_youtube,3
7998216626655620420_youtube,3
3111336022386262042_youtube,3
9209684216797574812_netflix,1
7617208064424837440_netflix,1
2101333092741981238_twitch,2
3493724258927377485_youtube,3
3536210571771453954_netflix,1
3312828286277182004_youtube,3
6685376862516439674_netflix,1
2113931163260225657_youtube,3
8561831156471772557_twitch,2
1027748945526373953_youtube,3
3126274610508704936_netflix,1
6511992916369785633_amazon,0
3067444490906834163_netflix,1
8553197733085412664_youtube,3
1279263439892713049_twitch,2
2213782933553088183_twitch,2
5242860285800478039_amazon,0
3322509651508688070_youtube,3
7994958146945466853_youtube,3
254787047298414641_netflix,1
7615483381101643419_netflix,1
7554669565223392565_youtube,3
6333125169392700120_amazon,0
3195150302931043247_youtube,3
2489813745858167108_twitch,2
5837243503473298097_youtube,3
5858039113542969523_netflix,1
1887890773688316601_netflix,1
5064413357727300240_youtube,3
5210132684563576936_youtube,3
1650400756829040455_amazon,0
8569564466103664744_twitch,2
1846233709707946341_youtube,3
7305285868082740373_amazon,0
2704821730680432636_twitch,2
6622890341451456286_netflix,1
162443668014605525_netflix,1
264097603723270385_youtube,3
7209139186488480285_amazon,0
1246778298261972299_netflix,1
2380103204042586356_youtube,3
4765552297994117081_youtube,3
2585885093943363363_netflix,1
4859474619925662532_youtube,3
8708196394427465333_twitch,2
8285422173198228289_twitch,2
8116859181468704630_youtube,3
8453065454547072480_youtube,3
3870353052919831011_netflix,1
126874262378276676_amazon,0
689676831112722362_youtube,3
1598143226398170685_youtube,3
546355525117640985_netflix,1
5069872874067156851_amazon,0
221957908006900023_youtube,3
5917271803614247095_youtube,3
2429488153147603605_youtube,3
3835984560463990128_youtube,3
3588202611355472276_netflix,1
8509682847593637481_twitch,2
7543896546129345536_youtube,3
2735643851318378385_netflix,1
1922695646315365213_youtube,3
9187738836640595036_youtube,3
6151910134352549861_twitch,2
2839229975957006102_amazon,0
7467873422133396479_twitch,2
8677434705491111376_netflix,1
6552956869618574578_netflix,1
292215745797133263_youtube,3
1043653877153093744_twitch,2
7523638470755461197_amazon,0
2790940389745711638_amazon,0
442110477443849012_twitch,2
8347430287634981036_youtube,3
7607343483320974594_twitch,2
98662203112943424_netflix,1
5721545116463090384_youtube,3
2065001730750394377_youtube,3
4032446483676393389_netflix,1
5693064986831714014_netflix,1
6763364075814168833_youtube,3
3629774851976385507_youtube,3
8576264532916023448_youtube,3
2930637284505320929_twitch,2
6712284798691355473_amazon,0
2300171604029427763_netflix,1
2418298607784443682_netflix,1
829140460892613225_youtube,3
9224151573660775035_netflix,1
848287486258122486_youtube,3
2573781794682748234_netflix,1
4516831266111702126_twitch,2
6355059254487353148_netflix,1
2721949243945848459_netflix,1
1645450771354611867_youtube,3
3820071643000374947_netflix,1
1047102030889401220_youtube,3
1796317838079157796_twitch,2
1298863031160135639_youtube,3
757053674761851008_youtube,3
1378692549111477025_amazon,0
403275214666273788_twitch,2
8503148336611598563_youtube,3
5484336518897152248_youtube,3
7191144984502226902_youtube,3
1962124798342078632_youtube,3
7601059753403946543_youtube,3
2414690556146518775_youtube,3
1657212558203056298_youtube,3
2446394940650685323_netflix,1
7163388120386708846_netflix,1
2988234654740577367_twitch,2
8071896564544257626_netflix,1
8788304514000652614_youtube,3
5189041344690543381_netflix,1
1470051544485089908_netflix,1
7789668620806035249_youtube,3
920093606184484303_youtube,3
5621673599427854603_netflix,1
7821467315259407744_netflix,1
8254146370779204185_youtube,3
2341543292128462403_youtube,3
4858262325956722495_twitch,2
3311562990581180744_twitch,2
1765591120247876591_youtube,3
9138256253174298160_twitch,2
1494513378679124315_twitch,2
7183449543967776063_amazon,0
5726374838893270997_youtube,3
6177648046996118454_youtube,3
744128980892178157_amazon,0
1123213648391284116_netflix,1
1557619151978536430_youtube,3
532683168727223953_twitch,2
151169814058761191_twitch,2
3927452383341387602_twitch,2
4550311138337117797_twitch,2
4573512102024110289_netflix,1
2101726312777946581_youtube,3
2083761036589862759_netflix,1
7996551334112049962_youtube,3
6773482797351384051_youtube,3
2616856056631383862_youtube,3
8036349128392795823_youtube,3
4586991612464810698_youtube,3
5091202818795483539_netflix,1
6390268304186456364_youtube,3
3783298538873168554_youtube,3
683664451623374706_amazon,0
6110519579784452229_netflix,1
8788869064272082665_youtube,3
4640902212093413079_netflix,1
5104118916759914547_youtube,3
3570845511153315001_netflix,1
8267429401544682769_netflix,1
6433851142384306190_twitch,2
2783725148956778137_netflix,1
4412538157002666695_youtube,3
322818358299727123_twitch,2
4801163562815918631_amazon,0
4985218962499111007_twitch,2
3068038588369070969_youtube,3
7769307630633204751_amazon,0
6819750061574670697_youtube,3
5566941423355836378_amazon,0
2218187592908345283_twitch,2
6811375188901457270_amazon,0
7094416549744400_netflix,1
4931271136193144574_netflix,1
6666791210055131760_twitch,2
8723226665423421476_twitch,2
4717390653133678549_netflix,1
7693727750122509734_netflix,1
2927310585585670401_twitch,2
1220807151747080030_youtube,3
7979666397204590176_youtube,3
2092631101362231205_twitch,2
3328633447481903730_twitch,2
6362478281264158636_amazon,0
5300849704394636489_youtube,3
1844018357298858165_amazon,0
474923686866834277_youtube,3
2158576643391051288_amazon,0
3068771662825027616_twitch,2
6984182238209212184_netflix,1
8262022508785371749_netflix,1
5357254417634158695_twitch,2
6208122559864695905_youtube,3
8723037760039030123_twitch,2
5442808664399154408_netflix,1
2695550651671306866_netflix,1
8467217792371999517_netflix,1
4452505178776716734_twitch,2
6585914655760045611_twitch,2
7068842875412587942_youtube,3
4906620885903559257_twitch,2
8914195418366504960_netflix,1
4281147235646121351_youtube,3
8419738875573754431_twitch,2
5907527936106197769_netflix,1
9086041884114944856_amazon,0
6332683383963562963_netflix,1
4713057482935498494_amazon,0
2069759639080490851_youtube,3
3268585061794723378_netflix,1
8193297718103827072_youtube,3
3915064213688504992_amazon,0
1039915693095365307_twitch,2
225036315347213315_youtube,3
6985257761738580762_youtube,3
4339994847672229053_youtube,3
6394012534743574410_netflix,1
4590246007771297840_youtube,3
5790747275645988666_youtube,3
4107456810107830592_youtube,3
7017466667354292979_youtube,3
8763881526276419120_youtube,3
8502223466046447388_netflix,1
7958131261649738231_youtube,3
3501313907689116_netflix,1
491919810574848986_youtube,3
9027947364997313451_netflix,1
6185819532947648201_youtube,3
5050020868366882565_youtube,3
2420355881021570542_amazon,0
4884002361458635310_amazon,0
1968018602578093085_netflix,1
8261945628948585873_youtube,3
4168506615971461626_netflix,1
5431595898299274524_netflix,1
694885587467374601_youtube,3
1342567767384661917_youtube,3
5981291797097572524_netflix,1
4507606361052359976_amazon,0
1107192299371006428_netflix,1
1523584567166184685_netflix,1
5875008719794955384_youtube,3
1240612298370557676_youtube,3
1015379410271283245_youtube,3
1699944831369351765_netflix,1
8687315805976962260_youtube,3
2622375249782401018_netflix,1
6501755037590080677_netflix,1
8459469540555335218_amazon,0
6673790546466784196_twitch,2
1559568821632958176_twitch,2
8433201943732438064_youtube,3
8253419101089499694_youtube,3
7210119597743324756_netflix,1
4750821566821994101_netflix,1
2061302780773749419_youtube,3
2089017120599939696_netflix,1
6899455633986583915_amazon,0
1879084548147621526_youtube,3
5843199313605568068_youtube,3
5084517873392014778_youtube,3
9136910224164598904_netflix,1
4431187392418573270_amazon,0
3328290451042604198_netflix,1
5798248144279774154_twitch,2
8437204578263290050_twitch,2
2651467794534573274_twitch,2
3605627834320666307_youtube,3
8816485821074187603_youtube,3
7464225105373152828_amazon,0
408354418252915144_netflix,1
5328933498451004838_amazon,0
4853975915372516197_twitch,2
51024039320613257_youtube,3
7067812522427535948_youtube,3
1986327772797478100_youtube,3
9014646662670427074_amazon,0
9268004746794640703_youtube,3
161459035663480144_youtube,3
882087796714055740_youtube,3
4416823393371790570_netflix,1
8441648705902835244_twitch,2
5509327543490618290_youtube,3
266563627882114031_twitch,2
3919441438664459143_youtube,3
5618691676145387123_twitch,2
8458532557308195009_youtube,3
5050342713715536259_youtube,3
4549561693928202526_youtube,3
2651112517068543584_youtube,3
7347820167767821819_youtube,3
6701527332823718_youtube,3
3409152289471212854_youtube,3
3457588498596623439_youtube,3
6432421936289827455_youtube,3
5073815722403751901_youtube,3
5920646961040464607_netflix,1
7754865166905129501_netflix,1
2348757672287003875_netflix,1
3192310315563826559_youtube,3
8877886293077828362_amazon,0
7901656902821447530_twitch,2
7968856699089698177_netflix,1
7416483199185045313_youtube,3
4356047705658602869_twitch,2
643730783989248487_netflix,1
14294166288822962_netflix,1
3245756339364099209_twitch,2
6439785135922187112_youtube,3
7549361165990659361_netflix,1
1773152880297536146_youtube,3
5061916849499656496_youtube,3
2159538113158334273_netflix,1
6971915249242285587_twitch,2
5746236490785927315_youtube,3
703174846176996731_twitch,2
5900772059392938823_netflix,1
2817134782025273977_youtube,3
6081237249144812565_twitch,2
4234004464373575595_twitch,2
4161491925424236435_youtube,3
4076686059892260168_netflix,1
4361701102072124381_twitch,2
1570216785364811975_netflix,1
3580959704567641460_netflix,1
1468096162464170759_netflix,1
4062001838553508608_youtube,3
6788643349292564286_twitch,2
6605913130460678802_youtube,3
3699825885510505897_netflix,1
6049374982835340087_amazon,0
237846915580625950_netflix,1
3818201613742842233_amazon,0
1538042239264924831_twitch,2
9269845099228903197_youtube,3
4518215466649735624_twitch,2
9152063654830925902_youtube,3
2696705948909122929_youtube,3
7228771167916462548_youtube,3
2518857570609273405_twitch,2
1223230118522404519_netflix,1
3308813212889786794_amazon,0
3845379287322891141_netflix,1
354237138464792580_youtube,3
5326143382666671293_twitch,2
7710058168276176186_youtube,3
9061176219090958561_netflix,1
6541541309354189545_youtube,3
1810738376134571030_twitch,2
8942890444021117480_netflix,1
3659571000102032312_youtube,3
4369047726914040846_twitch,2
1976389616327920891_youtube,3
5247518134657941292_youtube,3
4288012415559559598_youtube,3
967622511475752056_youtube,3
619586195077834777_youtube,3
8436349778982957038_twitch,2
3334504732227508252_netflix,1
6270124642686967814_twitch,2
8189007284786907283_youtube,3
7700164507043777640_youtube,3
3315302922196585021_amazon,0
9100498498841302106_youtube,3
2812795984983072263_amazon,0
2267785038480949623_youtube,3
9230419350005140934_youtube,3
7973522070560891434_amazon,0
557628202347952028_twitch,2
8971577110257409145_youtube,3
211494901679218356_youtube,3
1526980854519643855_twitch,2
9179497285965032684_youtube,3
3755460108246826666_netflix,1
6848385585292907210_netflix,1
8220404677954075740_youtube,3
4954987926902090086_netflix,1
1521575901781451974_youtube,3
